uid	iid
103	17667
106	39237
108	8625
108	8513
108	8319
109	27580
110	19668
110	19465
111	14571
112	22998
113	14543
114	16024
116	14381
116	1154
116	1492
116	1522
116	1553
116	3811
116	4868
116	1313
118	30724
119	4783
119	32104
120	9403
120	9170
120	9806
120	8788
120	7546
120	6595
120	6506
120	6274
120	6213
120	2154
120	2149
120	2022
120	1820
120	989
120	8786
120	13112
120	9825
120	10074
120	12371
120	11578
120	11572
121	12595
122	24259
124	8345
125	13845
125	13313
126	1682
127	18594
127	5610
127	5804
127	7797
127	7830
127	7841
127	7887
127	4962
127	8319
129	28513
129	7704
129	7769
129	7770
129	7771
129	8363
129	12081
129	12201
129	12644
129	13545
129	29081
129	14434
129	14605
129	14619
129	15981
131	16336
131	2463
131	6790
132	17662
132	15642
132	13355
132	11678
133	16207
133	15788
133	15787
133	7887
135	2244
135	2247
135	2263
135	2273
135	2288
136	7871
136	7777
136	7758
136	6842
136	6841
136	5950
136	5274
136	4549
136	4474
136	3978
136	2817
136	2802
136	1916
136	1403
136	798
136	795
136	790
136	17517
136	17649
136	13105
136	17667
136	29878
136	29543
136	29298
137	14308
137	14285
138	12950
138	16574
140	16336
140	13773
140	12711
140	12659
141	3811
142	34827
143	7559
143	7500
143	10694
143	7387
143	4694
143	4656
143	4633
143	3821
143	2995
143	2532
143	1569
143	889
143	24072
143	4695
143	11278
143	7349
143	12435
143	23383
143	12088
144	396
144	868
144	1803
144	6402
144	6419
144	6543
144	6548
144	8778
144	9352
144	13555
146	23133
147	14238
148	5580
148	8656
148	13629
148	23353
148	18412
151	12177
151	5701
153	16483
153	16573
153	16684
153	17222
153	8183
153	17304
153	8180
153	8110
153	24368
153	336
153	1763
153	2219
153	2220
153	2234
153	2606
153	5369
153	5814
153	6256
153	6319
153	6484
153	6545
153	7353
153	7354
153	7397
153	7398
153	7426
153	7427
153	7470
153	7504
153	7507
153	7575
153	7921
153	7986
153	8013
153	8035
153	8148
153	17405
153	8333
153	17664
153	20524
153	20866
153	20868
153	20918
153	20932
153	20943
153	20967
153	21005
153	21149
153	21441
155	4492
155	3145
156	12378
156	10457
156	8289
156	8172
156	6568
158	15618
158	20699
158	561
158	7840
159	34681
159	34680
160	6580
161	7862
161	5593
163	7466
163	7368
163	12061
163	6790
163	3123
163	2466
163	2460
163	2459
163	2236
163	2125
163	22193
163	3790
163	12792
163	2106
163	14266
164	17872
165	8501
166	37921
169	16672
169	16660
170	7995
171	43431
171	43249
171	43277
171	43290
171	43308
176	12003
177	15514
180	14862
185	8273
185	34778
185	3180
187	19330
187	12808
188	42022
189	14119
189	14396
189	14556
189	9913
189	15160
189	5292
189	4819
189	26590
189	299
189	843
189	1445
189	1527
189	1934
189	2367
189	2482
189	2517
189	5026
189	3192
189	3720
189	3844
189	3887
189	3896
189	4014
189	4337
189	4397
189	4419
189	4491
189	3702
189	15416
189	6790
189	16647
189	19523
189	19539
189	19682
189	19908
189	19909
189	19997
193	14170
193	6790
193	6641
194	5580
194	7867
194	8177
194	13020
194	16944
194	17006
195	24506
195	22179
196	24669
198	283
198	12058
199	3266
199	2174
199	2000
199	1904
199	1613
199	1562
199	1320
199	1310
199	1283
199	1237
199	1223
199	1157
199	873
199	843
199	773
199	681
199	22091
199	10164
199	11623
199	5782
199	11764
199	20922
199	20699
199	20495
202	460
204	32394
205	6763
205	6728
205	5471
205	14302
205	5383
205	4486
205	4168
205	4125
205	2335
205	2256
205	2168
205	1577
205	1557
205	1150
205	1147
205	843
205	4865
205	14346
205	8154
205	14422
205	19953
207	43350
208	13297
208	6973
209	28934
210	5716
212	19632
214	21992
216	1485
216	2440
216	5580
216	6355
216	6561
216	8379
216	8399
216	8543
216	8786
216	12265
216	12711
217	313
218	5852
218	7338
218	7339
218	7340
218	7394
218	7410
218	7546
218	7735
218	7758
218	7830
218	7839
218	4495
220	2440
222	5022
223	17517
223	7981
223	8047
223	8048
225	41641
225	41640
226	17864
227	16336
227	14554
227	11920
228	2823
229	28361
230	2434
230	2447
230	5440
230	5832
230	5915
230	6611
230	6740
230	6790
230	4430
231	3796
233	10003
233	10000
233	9993
233	9985
233	9981
233	9978
233	9977
233	9976
233	9975
233	9974
233	9973
233	9972
233	5828
233	9971
233	9969
233	9968
233	9967
233	9965
233	9964
233	9603
233	9565
233	9282
233	9054
233	8843
233	8838
233	8815
233	8767
233	8655
233	9970
233	5682
233	5672
233	5645
233	3796
233	3745
233	3719
233	3634
233	3614
233	3535
233	3529
233	3519
233	3486
233	3458
233	3412
233	3259
233	3108
233	2599
233	3867
233	2584
233	2546
233	2537
233	2534
233	2528
233	2527
233	2524
233	2495
233	2491
233	2466
233	2438
233	2434
233	2430
233	20457
233	2425
233	2553
233	10805
233	3888
233	3966
233	5643
233	5622
233	5621
233	5615
233	5613
233	5587
233	5520
233	5501
233	5462
233	5447
233	5442
233	5419
233	5411
233	5294
233	3899
233	4760
233	4724
233	4701
233	4699
233	4696
233	4683
233	4668
233	4663
233	4468
233	4449
233	4345
233	4194
233	4101
233	3982
233	3979
233	4757
233	10807
233	6114
233	11960
233	17822
233	17750
233	17701
233	17695
233	17421
233	17189
233	17111
233	17102
233	17019
233	16968
233	16591
233	16574
233	16454
233	16419
233	17839
236	9169
236	20492
236	5749
236	5717
236	5643
236	5629
236	5342
236	3963
236	2974
236	2599
236	1667
236	1283
236	1093
236	13112
236	13186
236	6492
236	13512
236	13188
236	19534
237	1445
237	2240
237	5701
237	6077
237	6569
237	6862
237	8074
237	12174
237	8192
237	13472
238	19057
239	30357
240	12082
240	3104
241	26608
242	28288
243	1466
245	16529
246	1143
247	15597
251	4783
251	42791
251	42761
252	16970
253	4440
253	7768
253	7769
253	7770
253	7771
253	12485
253	12710
253	14543
253	15571
254	23479
255	6723
255	5229
256	12785
257	18416
257	14898
257	12033
258	14527
258	13234
259	2769
261	1409
261	11883
261	42939
261	20963
261	28080
261	12160
262	28343
262	28342
263	6368
263	20396
266	43241
266	42704
268	6984
268	7236
268	37468
268	40710
268	42724
268	42745
268	27369
269	19997
270	16772
273	4762
275	16247
275	14356
276	8050
276	4674
276	4435
276	4397
276	3806
276	3300
276	872
276	2076
276	1301
276	15089
276	4533
276	8180
276	6315
276	8392
276	14486
276	14381
277	11110
277	11489
277	11835
277	5487
277	14450
277	23336
277	15654
278	18606
280	10009
281	41931
281	41920
282	15062
282	14484
282	14170
282	12914
283	12903
283	12167
283	11875
283	5077
283	2906
284	25860
285	36219
286	12023
288	6684
288	6790
288	5460
288	3540
288	3497
288	3119
288	363
288	583
288	796
288	938
288	1085
288	1193
288	1213
288	1261
288	1283
288	1305
288	1315
288	1324
288	1466
288	1547
288	1560
288	1895
288	2374
288	2548
288	3031
288	14899
288	6893
288	6863
288	8228
288	12308
288	12745
288	12836
288	12850
288	12851
288	12860
290	8465
292	15672
292	15669
293	7360
293	7376
293	7439
293	7458
293	7481
293	7547
293	7559
293	7830
293	7894
294	1565
295	20147
295	18595
295	18512
296	2798
296	2961
296	3063
296	3722
296	4583
298	22519
299	25330
300	14556
301	3199
301	3201
301	3219
301	3644
301	4469
301	4880
301	4883
301	5026
301	4057
301	6772
301	14572
302	19318
303	6328
304	15625
304	6926
305	9975
305	9972
305	9965
306	41585
306	41581
306	41576
307	18806
308	12860
311	5853
313	7147
313	7535
313	8871
313	20854
313	8883
313	14543
313	15497
314	8394
315	12102
316	9220
316	9213
316	9203
316	9202
316	9195
316	9141
316	9042
316	9035
316	8771
316	8649
316	8614
316	7370
316	6433
316	2159
316	2114
316	10425
316	9410
316	9411
316	9299
316	9421
316	10421
316	10419
316	10394
316	10371
321	43282
321	43254
321	43252
322	2813
323	43710
324	43316
325	19509
326	4001
327	31104
328	6671
329	1016
329	1072
329	6518
330	1193
330	1324
330	1576
330	3087
330	3409
330	4074
330	3961
330	4783
330	5716
333	22323
334	3488
334	3796
334	3821
334	20321
334	8327
334	12538
335	6790
335	5784
336	14414
336	6790
337	17005
339	2909
340	23960
341	3266
342	19184
343	6748
343	15532
343	15769
343	3488
343	16944
346	2939
346	6595
346	7518
346	7552
346	7752
346	8172
346	8207
346	6155
346	9241
350	19583
350	17815
350	17664
350	17525
351	30474
352	5478
353	43283
353	43272
353	43256
353	43251
355	41348
356	14396
358	17398
358	17998
359	41212
360	5628
360	7677
360	32390
361	41914
362	8726
363	19512
364	21419
365	39229
365	39230
366	43348
367	2648
367	2676
367	2812
367	2798
367	2996
368	12686
369	43
369	4210
369	4236
369	5044
370	24034
371	8464
371	8367
372	23737
373	17476
375	8859
376	1540
376	3509
376	3796
376	4680
376	5370
376	5512
376	5719
376	6487
376	6180
376	6557
377	18167
377	18118
378	28076
379	16109
380	5665
380	5976
380	6600
380	6790
380	6796
380	6849
380	6854
380	2570
382	12686
382	12687
382	864
382	12940
382	13521
382	13724
382	15695
382	10093
382	16243
384	8832
384	6808
384	6775
384	5757
384	5756
385	6440
386	4751
386	5411
386	5600
386	5629
386	6684
386	7768
386	8487
386	1796
387	4154
387	4163
387	4165
387	25860
387	4169
388	22323
389	6418
389	6340
389	6274
389	6198
389	4879
389	3796
389	3725
389	3709
389	3645
389	3488
389	2329
389	1566
389	1164
389	570
389	21709
389	12174
389	12200
389	1717
389	13268
389	13234
389	21231
389	20162
390	6486
391	17609
393	8126
393	7552
393	7244
393	6646
393	5478
393	2826
393	2683
393	1629
393	7334
393	8183
393	7758
393	8242
393	16779
394	41378
395	12776
395	7783
397	9585
398	18492
398	18473
399	10422
400	3898
400	4416
400	4692
402	13508
402	2546
403	14612
404	5682
404	25666
405	11496
406	6835
407	4001
407	1787
408	25939
409	27220
410	31215
411	24825
414	15600
414	14546
415	42019
415	38228
416	12671
417	21933
417	21935
417	21936
417	23933
417	13234
418	2208
418	2205
418	6198
418	2169
418	1648
418	1572
418	1566
418	1320
418	1223
418	1114
418	1080
418	942
418	941
418	824
418	438
418	208
418	175
418	2071
418	6274
418	4491
418	6600
418	14506
418	14425
418	14423
418	14311
419	27568
424	22616
424	22164
426	11765
427	36341
428	26191
430	8126
430	8243
430	8318
430	8323
430	7572
431	25703
432	16092
432	15778
433	4851
433	6675
433	7724
433	7830
433	8327
433	8537
433	8779
433	5869
434	3019
434	3695
434	3780
434	8922
434	5422
434	3815
435	7769
435	5406
438	14099
438	12687
438	12089
439	17106
439	15781
440	40501
441	5439
444	14316
445	4721
445	4730
445	4743
445	4754
446	7286
446	8228
446	4486
446	8417
446	4339
446	3755
446	30343
446	61
446	363
446	1365
446	1378
446	1445
446	1522
446	1563
446	1570
446	2695
446	2762
446	2763
446	2906
446	3540
446	3705
446	3796
446	8421
446	3781
446	12065
446	14598
446	14797
446	14800
446	14801
448	30902
448	30821
448	30791
448	30726
448	30718
448	30682
448	30666
448	30827
448	34914
448	31130
448	31385
448	32062
448	31917
448	31897
448	31748
448	31725
448	31694
448	31176
448	31676
448	31617
448	31614
448	31609
448	31593
448	31520
448	31508
448	31675
448	34960
448	35022
448	35032
448	39166
448	39062
448	38918
448	38837
448	38546
448	38498
448	39183
448	38450
448	38432
448	38426
448	38422
448	38421
448	38391
448	38240
448	38439
448	38112
448	39425
448	39842
448	19781
448	40966
448	40857
448	40472
448	40392
448	40039
448	39473
448	39973
448	39959
448	39931
448	39913
448	39881
448	39870
448	39868
448	39960
448	30662
448	38020
448	37945
448	35807
448	35587
448	35372
448	35355
448	35331
448	35292
448	35810
448	35278
448	35203
448	35194
448	35109
448	35102
448	35058
448	35053
448	35204
448	37957
448	35934
448	36104
448	37621
448	37564
448	37452
448	37201
448	37163
448	37102
448	36041
448	36623
448	36618
448	36610
448	36607
448	36601
448	36518
448	36169
448	36619
448	30644
448	34517
448	30624
448	24825
448	24735
448	24394
448	24375
448	24291
448	24290
448	24863
448	23775
448	23624
448	23513
448	23475
448	23462
448	23393
448	23387
448	23653
448	23206
448	24973
448	25031
448	25639
449	43340
450	1383
450	4633
450	11641
450	3344
450	23480
453	18668
454	12130
454	12597
454	8332
454	12620
454	7758
454	7552
454	19364
454	1184
454	1651
454	1763
454	2062
454	2116
454	2123
454	2181
454	7715
454	6406
454	6498
454	6500
454	6600
454	6763
454	6798
454	6800
454	6805
454	7528
454	6492
454	12655
454	6799
454	12768
454	16095
454	16197
454	16289
454	19147
454	16312
454	16366
455	5040
455	4240
456	15882
456	13381
456	13224
456	13223
456	12729
458	28941
459	6985
459	7905
459	1886
459	6037
460	40491
461	24825
463	42814
463	42950
464	6050
465	27580
466	6851
467	9536
467	10561
467	10562
467	10636
467	10935
467	10958
467	10629
467	10960
468	18313
468	12958
468	8199
470	29243
471	18113
472	26111
473	1540
474	17567
477	29728
478	14197
478	15950
478	16646
478	20031
478	20415
478	20984
478	14170
478	23807
479	14543
480	1331
480	4492
480	5828
480	6684
481	5682
481	5652
481	5643
481	5602
481	5552
481	5488
481	3725
481	6274
481	3656
481	3600
481	1792
481	1791
481	1747
481	1650
481	1648
481	1563
481	1446
481	1947
481	1366
481	1042
481	857
481	856
481	666
481	467
481	431
481	15701
481	1115
481	2082
481	2109
481	2215
481	3598
481	3584
481	3582
481	3266
481	3263
481	3209
481	3188
481	3173
481	3103
481	3039
481	3014
481	2869
481	2866
481	2580
481	2574
481	2569
481	2234
481	3633
481	6287
481	3254
481	6340
481	14253
481	14139
481	13861
481	13860
481	13847
481	13810
481	13745
481	14381
481	13636
481	13298
481	13177
481	13145
481	13144
481	12919
482	8529
482	8598
482	6800
482	4337
482	3764
482	3762
482	438
482	453
482	660
482	721
482	776
482	1193
482	1227
482	1283
482	1540
482	1556
482	1563
482	1569
482	1753
482	1797
482	2169
482	2313
482	2390
482	2440
482	2592
482	3540
482	3704
482	8674
482	8809
482	6850
482	11831
482	14625
482	14628
482	8900
482	15721
482	16127
482	16281
482	16366
482	16622
483	5049
483	5050
483	7068
483	7069
483	6434
484	13446
484	6489
484	6487
485	6508
485	6528
485	6546
485	6557
485	6859
485	6676
485	6763
485	6772
485	6835
485	6838
485	6845
485	6850
485	6852
485	6701
485	4722
485	4650
485	4629
485	1283
485	1285
485	1301
485	1345
485	1352
485	1365
485	1385
485	1262
485	1402
485	1448
485	1490
485	1531
485	1534
485	1540
485	1543
485	1556
485	1445
485	1563
485	1236
485	1216
485	19454
485	359
485	363
485	422
485	430
485	438
485	536
485	1230
485	561
485	759
485	864
485	944
485	1178
485	1185
485	1193
485	1202
485	733
485	8314
485	1570
485	2285
485	3584
485	3643
485	3686
485	3725
485	3764
485	3796
485	3806
485	3558
485	3809
485	3846
485	4092
485	4176
485	4338
485	4486
485	4491
485	4499
485	3821
485	1648
485	3540
485	3462
485	2459
485	2475
485	2599
485	2676
485	2742
485	3097
485	3203
485	3481
485	3235
485	3265
485	3270
485	3295
485	3302
485	3318
485	3334
485	3422
485	3248
485	8322
485	6790
485	8328
485	14495
485	14506
485	14511
485	14543
485	14591
485	8323
485	14616
485	14491
485	14620
485	14652
485	14670
485	14723
485	14748
485	15016
485	15044
485	15591
485	14622
485	15618
485	14489
485	14457
485	14017
485	14115
485	14136
485	14142
485	14163
485	14192
485	14216
485	14467
485	14217
485	14282
486	6855
486	8720
486	9856
486	12874
487	23779
488	13054
490	19497
490	17726
491	13915
491	11826
491	8324
492	722
493	11984
493	23281
493	13434
493	13607
494	21205
494	20968
494	11359
495	17894
496	27674
497	7771
498	42861
499	13892
499	4844
501	12785
501	12784
502	6080
502	6848
502	6889
502	8795
502	13997
502	14012
502	20603
502	16326
502	15430
502	17567
502	19481
502	19473
504	8517
504	8312
505	16765
505	13474
505	13072
505	12000
506	1945
507	13023
507	1914
508	2140
508	21531
508	8219
508	12951
508	13054
508	13265
508	2532
509	8143
510	7507
512	22286
513	7950
513	20967
513	13925
513	16333
513	16843
513	17380
513	12174
514	19550
516	20665
517	12179
519	9372
520	26123
521	28283
524	8267
525	3486
525	3948
525	4181
525	4404
525	1648
525	6274
526	2936
526	3094
526	3125
526	3267
526	3274
526	3315
526	3522
526	3564
526	3604
526	8942
526	3715
526	3815
528	3796
528	3582
528	3509
528	3497
528	1569
528	443
528	451
528	475
528	851
528	905
528	950
528	7190
528	961
528	1038
528	1078
528	1086
528	1234
528	1320
528	1540
528	979
528	7375
528	4792
528	8189
528	17646
528	7993
528	16729
528	16549
529	12925
529	15171
529	17037
529	19909
529	24324
529	25565
529	26580
529	26594
529	24315
529	26608
529	26821
529	26820
531	5505
531	5478
531	403
531	4470
533	9983
533	9803
533	9586
533	9585
533	9584
533	8898
533	11472
533	12024
533	6808
533	6790
533	4461
533	4221
533	3655
533	2580
533	2570
533	1805
533	1540
533	4633
533	1193
533	977
533	938
533	820
533	753
533	695
533	21573
533	383
533	985
533	6796
533	4736
533	4748
533	6788
533	6764
533	6658
533	6629
533	6600
533	6538
533	6515
533	4744
533	6507
533	5784
533	5716
533	5690
533	5620
533	5609
533	5400
533	4781
533	6206
533	12102
533	9953
533	12616
533	19324
533	19318
533	19284
533	19272
533	19210
533	12165
533	18962
533	19333
533	17906
533	17802
533	17783
533	17759
533	17703
534	42961
536	1570
536	2087
536	2272
536	3145
536	3181
536	3112
536	4625
537	24312
537	24311
537	24309
539	21877
541	18024
543	4783
543	5478
543	5643
543	6790
543	7137
543	8126
543	8715
543	11827
543	12102
543	4491
543	12674
544	3887
544	3844
544	3410
544	2499
544	2352
544	1557
544	1283
544	1193
544	1147
544	832
544	480
544	5700
544	7725
544	4203
544	8154
544	17980
544	17854
545	6198
545	6275
545	6508
545	8170
545	638
545	10137
546	13678
546	17553
547	26880
548	28746
549	32529
550	1552
550	3580
551	7906
551	7915
551	7924
551	7940
551	7950
551	8031
551	8037
551	8066
551	8085
551	8093
551	8126
551	8178
551	8183
551	8206
551	8209
551	8242
551	5659
551	5629
551	5593
551	1552
551	1563
551	1569
551	1575
551	1634
551	1648
551	1700
551	1740
551	1747
551	1761
551	1787
551	1831
551	1832
551	1839
551	1909
551	1928
551	2120
551	2241
551	2351
551	1523
551	2353
551	1513
551	1466
551	242
551	296
551	321
551	438
551	475
551	535
551	640
551	770
551	893
551	956
551	1092
551	1101
551	1186
551	1194
551	1211
551	1283
551	1320
551	1365
551	1385
551	1512
551	12003
551	2370
551	2476
551	4337
551	4404
551	4427
551	4469
551	4493
551	4496
551	4623
551	4906
551	4965
551	5151
551	5241
551	5299
551	5375
551	5422
551	5442
551	5483
551	5492
551	5495
551	5522
551	4322
551	2440
551	4125
551	3978
551	2512
551	2528
551	2534
551	2978
551	3184
551	3266
551	3415
551	3416
551	3443
551	3481
551	3580
551	3582
551	3584
551	3729
551	3796
551	3806
551	3887
551	3905
551	3943
551	4037
551	18992
551	12006
551	12086
551	17006
551	17090
551	17362
551	17371
551	17402
551	17525
551	17534
551	17609
551	16832
551	17623
551	17664
551	17667
551	17687
551	17745
551	17751
551	17752
551	17784
551	17864
551	17656
551	16776
551	16772
551	16754
551	16264
551	16265
551	16396
551	16421
551	16456
551	16471
551	16476
551	16537
551	16568
551	16571
551	16608
551	16626
551	16630
552	25116
553	17788
553	17784
554	2074
555	1451
555	7487
555	7578
555	8208
557	23040
558	42071
561	37164
563	2050
564	4612
565	3864
566	42482
567	14749
568	1700
568	961
568	8206
568	12687
568	12985
568	13514
568	16844
568	12453
568	17687
569	18304
569	8037
569	8126
569	5478
571	16108
571	9790
572	18631
572	13007
573	15885
574	8397
574	3318
575	14923
575	14396
575	6829
575	3896
576	17687
577	24343
577	24340
577	24339
577	26548
580	5961
580	6013
580	8037
580	8077
580	8105
580	8192
580	20072
580	9790
580	9789
580	9800
581	19276
581	15321
582	10632
584	18344
585	6426
585	6488
585	3656
585	3633
585	3600
585	3584
585	591
585	658
585	1283
585	1365
585	1436
585	1440
585	1569
585	1648
585	6508
585	2169
585	2249
585	2267
585	2599
585	3187
585	3374
585	3445
585	3509
585	3582
585	2205
585	6528
585	1147
585	6559
585	14004
585	14220
585	14261
585	14396
585	14524
585	14543
587	23359
588	17315
589	14307
590	4177
590	4337
590	4907
590	5877
590	5893
590	1033
590	7797
590	11867
591	2062
592	4015
593	8793
594	27875
595	22007
596	8586
597	3266
597	5337
597	6975
597	7577
597	7580
597	7581
597	7830
597	20762
597	8106
597	8301
597	8052
597	11209
597	19180
598	22495
600	16751
601	872
602	4521
602	4491
602	4337
602	3596
602	3515
602	3167
602	3140
602	2793
602	2728
602	1534
602	1527
602	1181
602	864
602	53
602	22517
602	8038
602	8362
602	8443
602	19828
602	8774
602	22476
602	20395
603	9684
603	9686
603	6340
603	6276
603	6274
603	6198
603	202
603	438
603	475
603	933
603	957
603	1012
603	1648
603	2532
603	9721
603	3725
603	4496
603	5592
603	5673
603	5719
603	6038
603	6048
603	6180
603	6194
603	3796
603	9729
603	9683
603	9749
603	14238
603	14256
603	14333
603	9747
603	16140
604	16537
605	42836
605	33347
606	25151
608	21475
609	19512
610	16619
610	16034
610	14874
610	334
611	6426
611	6340
612	17342
613	23362
614	10301
615	5329
615	6427
615	6797
615	12686
615	12687
615	6772
615	13843
616	6723
616	6838
616	6925
616	5688
616	7904
616	3509
616	2397
616	16944
616	430
616	776
616	883
616	1179
616	1193
616	1200
616	1244
616	3112
616	1309
616	1688
616	2000
616	2071
616	2164
616	2208
616	2238
616	2256
616	2341
616	1394
616	7967
616	6340
616	8406
616	14007
616	14215
616	14434
616	14488
616	7986
616	14620
617	1395
617	2341
617	2378
617	758
617	6660
617	3883
618	5643
618	3578
618	3509
618	3491
618	3354
618	835
618	1169
618	1193
618	1227
618	1275
618	1283
618	1301
618	5659
618	1305
618	1552
618	1562
618	1566
618	2057
618	2233
618	2440
618	2579
618	1320
618	5846
618	5478
618	6763
618	13964
618	14040
618	14311
618	14413
618	6674
618	14491
619	4783
619	971
621	11527
621	11529
621	7465
621	11535
621	7399
621	6510
621	397
621	926
621	994
621	1023
621	1723
621	1844
621	2020
621	3599
621	5713
621	6356
621	6418
621	6486
621	6487
621	6490
621	6508
621	6515
621	19711
621	12617
621	13309
621	17553
621	17556
621	17697
621	17756
622	1366
623	30932
624	24367
624	16534
625	19375
625	4338
625	19439
625	5873
626	9776
626	9566
626	9553
628	1407
628	1322
628	1227
628	861
628	561
628	30547
628	6864
628	16090
628	6922
628	7802
628	16029
628	15976
628	15460
628	14946
628	14844
628	14490
628	14448
628	14416
628	14306
628	14180
628	14128
630	3821
630	3796
630	4751
630	14591
630	1570
630	1569
630	1563
630	1552
630	1514
630	1373
630	1099
630	1030
630	855
630	363
630	3732
630	4783
630	3750
630	6641
630	5777
631	12189
631	12024
631	8352
631	14448
631	8331
631	8187
631	8173
631	8106
631	7967
631	7723
631	7715
631	7446
631	6800
631	5959
631	2169
631	548
631	18855
631	8191
631	14490
631	12025
631	15569
631	17998
631	14521
635	3796
635	4953
635	7026
635	7552
635	11704
635	1552
635	11995
638	26098
639	22782
639	20435
639	20303
643	32210
644	19472
644	19448
644	19364
645	26878
646	4736
646	7245
646	8818
647	5478
647	5493
647	4057
647	5497
647	3725
647	3622
647	16033
647	277
647	309
647	391
647	696
647	736
647	790
647	118
647	819
647	856
647	1059
647	1097
647	1283
647	1368
647	1445
647	1563
647	3112
647	3317
647	3487
647	3526
647	3610
647	3671
647	5514
647	2335
647	6790
647	14417
647	14420
647	14423
647	14425
647	14429
647	15746
647	14433
647	14502
648	12780
648	8464
649	16071
649	17145
649	16145
649	16165
649	16107
650	5478
650	6792
650	8839
650	24589
650	13475
650	13794
650	14263
650	14342
650	14543
650	12371
650	15454
650	15340
651	25905
655	3918
655	3876
655	2212
655	2104
655	1792
655	1767
655	1682
655	1402
655	1084
655	958
655	843
655	8416
655	8618
655	6528
655	12194
655	20144
655	19668
656	2432
656	3753
656	4510
656	1270
656	6829
659	15070
659	15067
659	7840
659	4293
659	4201
662	17456
662	13667
663	1577
663	3300
663	3422
663	4491
663	1481
664	19709
664	19648
664	19550
665	40980
665	40998
665	41000
665	41002
665	41007
665	41010
665	41054
665	41056
665	41061
665	41024
665	41068
665	41191
666	3633
667	22402
668	16313
668	16366
668	13923
668	13532
668	13518
668	13489
668	358
668	21040
668	978
668	1788
668	1828
668	1829
668	1844
668	3607
668	5580
668	8175
668	8638
668	8715
668	16368
668	8722
668	9552
668	10499
668	10518
668	12674
668	12686
668	12687
668	12784
668	12874
668	12937
668	13024
668	13107
668	13488
668	9462
668	16431
668	2599
668	16537
668	19129
668	19169
668	19344
668	19376
668	19577
668	19595
668	19612
668	19971
668	20391
668	20399
669	3328
669	4492
669	4626
669	5736
669	4463
670	33811
671	3137
672	37028
673	1155
673	1958
673	2331
673	4145
673	4234
673	5883
673	7839
674	43659
675	8574
675	25131
675	29590
675	42715
675	22799
677	18173
677	16936
678	12231
678	12210
679	17650
680	2267
680	3489
680	5478
680	5541
680	6297
680	25540
680	6446
682	19510
683	7081
683	6997
683	3663
683	2841
684	3189
687	16094
688	8754
688	5701
689	8170
689	8416
689	8422
689	14668
689	15910
689	17098
689	17933
689	7862
692	9378
692	14434
692	16199
692	17500
692	16630
693	35304
693	28244
694	2628
