uid	iid
110	20292
111	361
111	15673
112	23020
112	23081
112	28747
113	4628
113	13458
114	8847
114	6500
114	25619
116	5899
116	5644
116	12953
116	12158
116	8412
116	13077
116	8193
116	8175
116	8151
118	22179
119	28501
119	18595
119	7862
119	42915
120	11512
120	11180
120	10947
120	10919
120	10918
120	10914
120	10913
120	9923
120	10906
120	10895
120	10885
120	10845
120	10835
120	10830
120	10826
120	10814
120	10799
120	10684
120	10519
120	10206
120	10901
121	13471
122	29954
124	13731
124	42974
125	12831
125	12178
125	6400
125	17756
126	2087
127	8366
127	8416
127	8464
127	8465
127	8754
127	12062
127	13886
127	17486
127	18575
127	8105
129	14100
129	23775
129	27752
129	24423
129	16943
129	22769
129	22565
129	22208
129	22339
129	19054
129	17705
129	17479
129	17011
129	17005
129	21243
131	8171
131	16874
131	15111
131	16114
131	9504
132	8830
132	8829
132	6773
132	5833
132	19466
133	7316
133	16648
133	6082
133	1723
135	697
135	3821
135	8843
135	14075
135	14813
135	16116
135	2292
136	17664
136	28769
136	27726
136	26662
136	25847
136	25506
136	25254
136	24372
136	23647
136	23424
136	23421
136	28810
136	22664
136	18425
136	19971
136	21989
136	21992
136	23418
136	21994
136	21993
136	22013
136	22031
136	22048
136	22058
136	22429
136	22007
137	8339
137	1234
137	17757
138	28923
138	29461
138	36315
140	12401
140	7558
140	1893
140	17503
140	35792
141	21949
141	14333
141	29013
142	36104
143	23373
143	23257
143	23221
143	22639
143	20805
143	20766
143	19062
143	18665
143	20846
143	18375
143	18294
143	18052
143	17621
143	17029
143	17022
143	14901
143	14880
143	18488
143	14852
143	12699
144	13570
144	13582
144	13606
144	13701
144	17680
144	17910
144	17925
144	19649
144	19657
144	21510
144	10491
144	21579
146	23383
146	33010
147	4525
147	23302
148	843
148	18620
148	19330
148	21983
148	22026
148	22179
148	18579
151	4735
151	20576
153	21482
153	21489
153	21561
153	20494
153	21671
153	21963
153	21970
153	21975
153	21986
153	21993
153	21994
153	22048
153	23298
153	23405
153	23409
153	17655
153	24202
153	24280
153	21955
153	20382
153	24157
153	20253
153	20292
153	17974
153	18006
153	18405
153	18406
153	18591
153	18676
153	18679
153	18714
153	18828
153	18885
153	18888
153	18921
153	18847
153	19489
153	20201
153	17933
153	19016
153	19940
153	19848
153	19839
153	20046
153	19730
153	19709
153	19595
153	19593
153	19550
153	19833
155	1857
155	1557
155	12076
156	5716
156	2599
156	285
156	284
156	16024
158	8818
158	273
158	14372
158	15051
158	15491
158	12086
159	34654
159	34645
159	31137
159	13667
160	5478
160	6862
161	4491
161	1570
161	1283
161	12073
163	13100
163	20755
163	20581
163	19438
163	19422
163	19153
163	18691
163	18676
163	19442
163	17974
163	17650
163	17284
163	17204
163	15088
163	16454
163	16135
163	18052
164	21933
164	21935
165	14502
165	8900
165	22053
166	7584
166	7394
166	7719
169	16566
169	1803
169	23103
170	891
170	365
170	12297
171	43309
171	43244
171	43322
171	43331
171	43338
171	43339
171	43314
176	28448
176	31104
177	8750
177	8429
177	15639
180	31397
180	17756
180	36718
185	2444
185	864
185	15307
185	35831
187	6998
187	32481
188	41630
188	41703
189	20352
189	20392
189	20865
189	19153
189	21122
189	22263
189	22291
189	22625
189	23123
189	16587
189	24421
189	24762
189	24779
189	25140
189	21864
189	18806
189	23657
189	18220
189	18331
189	16941
189	16952
189	17025
189	17391
189	17439
189	17476
189	17510
189	17512
189	17228
189	17980
189	17623
189	17666
189	17699
189	17761
189	17789
189	17525
189	16651
189	17933
189	18208
193	4783
193	1283
193	14251
194	16803
194	17089
194	17980
194	19653
194	20184
194	21461
194	23270
194	17012
195	19750
195	2248
195	28052
196	28833
198	1500
198	12860
198	8516
199	19997
199	19985
199	19824
199	19620
199	19551
199	16478
199	16445
199	11732
199	15925
199	15018
199	14741
199	16385
199	14539
199	11776
199	14717
199	12010
199	12036
199	12166
199	11970
199	12791
199	13908
199	14338
199	14372
199	14411
199	12177
202	1795
202	17967
204	33900
205	19493
205	14420
205	18245
205	17959
205	17864
205	17479
205	17321
205	16870
205	16754
205	16700
205	19211
205	16534
205	16476
205	16421
205	16217
205	16171
205	16090
205	15044
205	15043
205	14908
205	14620
205	14595
205	16630
207	43358
207	43369
207	43377
208	22805
208	8252
209	36582
210	23741
212	24427
212	31771
212	35807
214	5888
214	5889
216	12778
216	13303
216	14913
216	14938
216	16454
216	16684
216	17090
216	17195
216	17199
216	17479
216	18145
216	12317
217	311
217	21455
218	7912
218	17623
218	16650
218	16122
218	7841
218	15975
218	15403
218	15801
218	12304
218	12279
218	8672
218	8319
218	8037
218	12345
220	6844
220	6839
220	11724
222	6594
222	11714
222	37298
223	7344
223	8128
223	8175
223	8180
223	8127
225	41639
225	41601
225	41549
225	41665
226	8119
226	25401
227	11887
227	8762
227	6763
227	2063
227	1762
228	2695
228	8957
229	38439
230	7436
230	7600
230	7607
230	7668
230	7719
230	7797
230	7839
230	8392
230	8721
230	13234
230	7435
231	6600
233	16313
233	16273
233	16209
233	16018
233	16005
233	15989
233	15669
233	15586
233	15584
233	15528
233	15507
233	15329
233	15256
233	15165
233	15158
233	16276
233	15150
233	17840
233	17933
233	19996
233	19995
233	11805
233	19823
233	19820
233	19816
233	19789
233	19761
233	19577
233	19538
233	19523
233	19492
233	19484
233	19404
233	17864
233	19357
233	19298
233	19261
233	19256
233	19212
233	19211
233	19210
233	19062
233	18898
233	18256
233	18198
233	18132
233	18128
233	18095
233	18055
233	19316
233	15082
233	19913
233	14624
233	13682
233	13654
233	13597
233	13483
233	13356
233	13355
233	12969
233	12835
233	12800
233	12791
233	12728
233	12698
233	12603
233	12583
233	12569
233	12488
233	12469
233	12275
233	12266
233	12237
233	12204
233	12168
233	12166
233	12127
233	12082
233	12073
233	12061
233	12007
233	14891
233	13712
233	13713
233	12086
233	13810
233	14622
233	13791
233	14543
233	14528
233	14520
233	14438
233	14404
233	14397
233	14307
233	14306
233	14298
233	14296
233	14286
233	14256
233	14239
233	11964
233	14237
233	14230
233	14227
233	14181
233	14167
233	14136
233	14133
233	14128
233	14110
233	13813
233	14107
233	14039
233	13815
233	14238
233	13858
236	19533
236	18948
236	17924
236	17896
236	17791
236	17744
236	17743
236	17703
236	17666
236	17815
236	17525
236	17598
236	15186
236	16368
236	16537
236	17228
236	15069
236	17462
236	17476
236	17510
236	17356
237	14049
237	14064
237	15609
237	15688
237	16266
237	16336
237	16597
237	16605
237	16891
237	17087
237	12626
238	13779
238	8175
238	22863
239	37534
240	442
240	24863
241	26602
241	26594
241	4399
242	32874
242	39239
243	764
245	17970
246	3040
246	14784
247	19217
247	19791
247	24932
251	34756
251	22798
251	4845
251	42987
252	6829
252	5348
252	19152
253	15593
253	16937
253	16938
253	18100
253	18167
253	19152
253	20148
253	24153
253	25705
253	26640
253	14554
254	19821
254	864
254	33884
255	4394
255	3532
255	1562
255	27616
256	2876
256	1131
256	20242
257	6032
257	6009
257	4496
257	24101
257	2588
258	12906
258	8743
258	8596
258	15062
259	19062
261	40440
261	40789
261	41457
261	42840
261	42878
261	42915
261	40397
262	28081
262	5827
262	28829
262	7682
263	19605
263	8172
263	21830
263	7418
266	8008
266	43368
268	42747
268	42782
268	42811
268	42862
268	42855
268	42859
268	42860
268	42746
269	12174
269	4715
269	27903
270	6488
270	17363
273	833
273	829
273	12036
275	5961
275	1118
275	18344
276	8367
276	14327
276	14153
276	13638
276	13283
276	13282
276	12904
276	14372
276	11926
276	10130
276	8883
276	8753
276	8727
276	8488
276	8487
276	8400
276	12903
277	16354
277	16690
277	17376
277	19820
277	20643
277	21263
277	21871
277	14554
278	2646
278	7066
280	62
280	13557
280	1023
281	41788
281	41586
281	2083
281	42032
282	5350
282	4754
282	4297
282	3229
282	28371
283	2885
283	13847
283	2441
283	2440
283	2092
283	698
284	26082
285	36252
286	12000
286	23314
288	12913
288	12916
288	13711
288	13967
288	14058
288	14097
288	14106
288	14111
288	14161
288	14163
288	14396
288	14530
288	14564
288	8195
288	12142
288	12161
288	12076
288	8321
288	8376
288	8480
288	8483
288	8501
288	8610
288	8664
288	12102
288	11638
288	8750
288	11834
288	11844
288	11886
288	11909
288	11922
288	11955
288	12016
288	12061
288	12073
288	11818
290	8112
290	17933
290	7446
292	6569
292	15749
293	8177
293	8340
293	8582
293	12297
293	12306
293	14171
293	16944
293	17006
293	18610
293	20788
294	1550
294	14543
295	16446
295	3367
295	35774
296	7053
296	7120
296	12255
296	12821
296	20919
296	23825
296	6929
298	22232
298	31086
299	31063
299	35056
299	38934
300	5467
300	2579
300	19156
301	14387
301	5478
301	13930
301	12808
301	11969
301	843
301	7586
301	7418
301	7414
301	6844
301	8440
301	17190
302	21197
302	34474
303	21122
304	6798
304	5586
304	15678
305	1660
305	442
305	14569
306	28061
306	27369
306	26566
306	23989
306	23921
307	39034
308	11753
308	1451
308	28747
311	32600
313	15651
313	16906
313	20738
313	20805
313	20815
313	13637
313	6848
314	8393
314	11732
315	25667
316	10367
316	9412
316	10357
316	10328
316	10321
316	10297
316	10289
316	10287
316	10284
316	9841
316	10365
316	9635
316	9429
316	9434
316	9435
316	9437
316	9814
316	9441
316	9440
316	9443
316	9445
316	9522
316	9589
316	9602
316	9426
321	41179
321	38406
321	43356
321	38405
322	1341
322	1305
322	14730
323	43717
323	43718
324	43132
324	43259
325	34817
326	1610
326	14457
327	32373
327	33843
327	37704
328	4926
328	26402
328	4495
329	876
329	7770
329	8894
329	6543
330	5784
330	6641
330	8319
330	11818
330	12023
330	12304
330	14072
330	14245
330	4542
333	11944
333	29063
334	13116
334	13233
334	13483
334	13637
334	14458
334	18601
334	18655
334	12562
335	4633
335	4604
335	1320
335	12109
336	5601
336	4099
336	2910
336	17005
337	16943
337	17011
339	39950
340	26046
340	30375
340	30386
341	1378
341	18827
342	31772
343	16410
343	26361
343	26663
343	27558
343	32313
343	33833
343	17076
346	12356
346	14434
346	14784
346	15699
346	16024
346	17649
346	16130
346	16732
346	16821
346	8342
346	17037
350	17517
350	17486
350	13651
350	12580
350	22629
350	6326
351	14458
351	5681
351	31128
352	20420
353	43235
353	43232
353	30524
353	43324
355	41354
355	41381
356	1385
358	26663
358	20349
358	21123
358	19173
359	41005
359	40989
359	41273
360	8168
360	12300
360	24371
360	7869
361	42043
361	42539
362	6772
362	20970
362	3547
363	24413
363	40395
364	18869
364	12033
365	39231
365	40833
366	43331
367	3010
367	3020
367	4218
367	339
367	2939
367	5009
368	7260
368	45
368	17517
369	41848
369	25546
369	40719
369	41635
369	41656
369	23826
370	11761
371	8037
371	832
371	24468
372	27612
373	2162
373	20086
375	1005
375	23432
376	7797
376	8234
376	8774
376	11780
376	11856
376	11942
376	13766
376	13767
376	13966
376	14536
376	6508
377	3900
377	27115
377	1984
378	28484
378	28485
378	33127
379	32670
380	7528
380	8314
380	8352
380	11846
380	11909
380	13091
380	14543
380	15693
380	16052
380	2200
382	19006
382	16040
382	18959
382	17525
382	17476
382	19583
382	16454
382	16323
382	16265
382	16263
382	16595
384	5750
384	5720
384	1021
384	432
384	14571
384	374
385	23202
386	8634
386	8736
386	8753
386	11918
386	19400
386	14591
386	15434
386	16249
386	19246
386	8488
387	8037
387	8548
387	13887
387	15572
387	20967
387	5313
388	14946
388	7030
388	25450
389	21233
389	19586
389	19152
389	18490
389	21232
389	17142
389	16699
389	16655
389	16650
389	16595
389	18438
389	16505
389	16247
389	15538
389	14594
389	14385
389	14075
389	13712
389	13682
389	13654
389	13570
389	13433
389	13269
389	16554
390	894
390	9989
391	31760
393	16755
393	8197
393	16281
393	14571
393	14356
393	12340
393	16550
393	11648
393	8252
393	11679
393	8254
393	17573
393	8464
393	10275
393	8443
394	41477
394	41074
395	7592
395	1700
395	19487
397	5592
397	5591
397	23401
398	15062
398	8149
398	31119
399	2467
399	15922
400	258
400	17006
400	18189
400	12628
400	18218
402	2532
402	1645
402	230
402	25151
403	15026
404	20957
404	20939
404	21284
405	14938
406	1283
406	14538
407	13175
407	3123
408	27114
408	30938
409	21976
410	5204
410	15072
411	35807
414	10829
414	6797
414	6795
414	21455
415	5791
415	41624
415	41630
415	41548
416	13289
416	30881
417	1747
417	35469
417	35593
417	35599
417	40567
417	41623
417	25755
418	14215
418	14109
418	13597
418	13500
418	12166
418	6595
418	10000
418	8854
418	8768
418	8750
418	12056
418	8638
418	6763
418	8677
418	6830
418	6838
418	6852
418	6973
418	6790
418	7178
418	7267
418	7282
418	7283
418	8480
418	7041
418	4798
419	35790
419	37578
419	37602
424	14954
424	11998
424	3145
424	24417
426	7758
426	8234
427	38588
428	33072
430	11469
430	16326
430	16684
430	5716
430	17763
430	8641
431	25777
431	34390
432	6843
432	4999
432	22429
433	12078
433	12297
433	12342
433	14338
433	14420
433	17486
433	17525
433	17815
433	18130
433	12052
434	6971
434	6985
434	7018
434	7085
434	7159
434	7185
435	3029
435	14398
435	1402
438	11877
438	6038
438	1693
438	16874
439	4770
439	1779
439	391
439	20428
440	40602
441	35793
444	39540
445	4740
445	7777
445	7950
445	8234
445	8501
445	4758
446	14809
446	14810
446	15322
446	19748
446	20662
446	22323
446	22363
446	22383
446	29316
446	11716
446	30336
446	30340
446	14596
446	19816
446	14458
446	12081
446	12097
446	12098
446	12102
446	12146
446	12073
446	12076
446	12166
446	13954
446	13955
446	13956
446	14180
446	14297
446	14344
446	13951
446	14584
448	25595
448	25589
448	25584
448	25579
448	25492
448	24991
448	25439
448	25246
448	25181
448	25157
448	25088
448	25083
448	25032
448	25267
448	25823
448	22635
448	22516
448	21122
448	21113
448	21030
448	21020
448	20976
448	20643
448	21149
448	30633
448	20580
448	20467
448	20457
448	20436
448	20435
448	20292
448	20581
448	22620
448	21195
448	21299
448	22497
448	22484
448	22466
448	22441
448	22397
448	22338
448	21298
448	22329
448	22128
448	22040
448	21628
448	21585
448	21455
448	21301
448	22295
448	25845
448	20639
448	25881
448	27930
448	27951
448	27955
448	27985
448	28000
448	28241
448	28458
448	28502
448	28533
448	28535
448	28566
448	28746
448	28747
448	28785
448	28791
448	28795
448	29095
448	25847
448	30493
448	30456
448	30448
448	30421
448	30332
448	27915
448	30289
448	30130
448	30123
448	29952
448	29869
448	29576
448	29226
448	30276
448	27912
448	28085
448	27819
448	26663
448	26640
448	26591
448	26522
448	26270
448	27901
448	26708
448	30607
448	26092
448	26027
448	26009
448	25908
448	25907
448	25906
448	26100
448	26921
448	26123
448	27153
448	27746
448	27735
448	27694
448	27693
448	27580
448	27818
448	27124
448	27561
448	27482
448	27418
448	27409
448	27394
448	27358
448	27163
448	27522
449	43228
449	43345
450	25109
450	27718
450	31668
450	32401
450	11996
453	19492
453	1589
454	16456
454	16505
454	12674
454	17271
454	17512
454	17517
454	17655
454	17657
454	17694
454	17917
454	19035
454	19097
454	17476
454	15620
454	15982
454	15613
454	12822
454	12828
454	12873
454	13262
454	13333
454	13805
454	14077
454	15614
454	14333
454	14307
454	15436
454	15464
454	15516
454	15534
454	15556
454	15577
454	15585
454	15596
454	14402
455	4044
455	1346
455	13847
456	12680
456	12671
456	4491
456	2440
456	17467
458	28944
458	32650
459	20419
459	21122
459	28513
459	19387
460	40615
461	42832
461	2
463	43102
463	43112
463	43138
464	5701
464	6508
464	4783
465	29490
465	33673
465	34574
466	19239
466	12671
466	23261
467	11011
467	10959
467	11007
467	11006
467	11010
467	11004
467	10997
467	10989
467	11005
468	7766
468	7464
468	1103
468	28119
470	34895
471	8588
471	6873
471	19600
472	27956
472	31160
473	1239
473	12349
474	17770
474	19492
474	21122
477	33091
478	23810
478	23811
478	23812
478	23821
478	23822
478	23823
478	23824
478	21633
479	19847
480	1500
480	14620
480	15616
480	16337
480	14437
481	12850
481	12827
481	13596
481	14384
481	14401
481	14411
481	6315
481	15688
481	15623
481	15323
481	15321
481	15180
481	15033
481	15017
481	14858
481	14776
481	14753
481	14740
481	14682
481	14664
481	14628
481	14620
481	14612
481	12209
481	12158
481	14543
481	12112
481	8663
481	7946
481	7797
481	7658
481	7439
481	6940
481	6845
481	6838
481	6790
481	6777
481	6773
481	6658
481	6612
481	6426
481	6394
481	12139
481	6386
481	8670
481	8674
481	6839
481	8767
481	12056
481	8744
481	12040
481	11960
481	11947
481	12065
481	11916
481	11881
481	11850
481	11944
481	11835
481	8818
481	8829
481	11623
481	8786
481	11637
481	11809
482	16738
482	16944
482	17006
482	17012
482	17088
482	17181
482	17228
482	17378
482	17381
482	17441
482	17476
482	17486
482	17510
482	14554
482	14513
482	15520
482	14506
482	11833
482	11886
482	11892
482	11981
482	12073
482	12158
482	12297
482	12671
482	13337
482	13356
482	12082
482	13754
482	14080
482	14099
482	14230
482	14238
482	14239
482	14245
482	14262
482	14283
482	14387
482	13483
483	7220
483	18581
483	21931
483	24446
483	7093
484	6486
484	6001
484	19016
485	14297
485	14338
485	14386
485	14387
485	14413
485	14418
485	14230
485	13967
485	15629
485	15757
485	17659
485	17675
485	17687
485	17815
485	17881
485	17933
485	18069
485	17656
485	18655
485	18946
485	19062
485	19090
485	19153
485	19180
485	19283
485	19349
485	18804
485	15742
485	17525
485	17500
485	15774
485	16034
485	16140
485	16419
485	16454
485	16455
485	16521
485	17517
485	16561
485	16622
485	16718
485	16922
485	17088
485	17290
485	17396
485	17456
485	16587
485	13847
485	14597
485	13637
485	11643
485	11738
485	11748
485	11835
485	11841
485	11876
485	11877
485	11639
485	11881
485	11900
485	11906
485	11909
485	11957
485	11981
485	12000
485	12023
485	11896
485	12036
485	11638
485	10186
485	8392
485	8406
485	8432
485	8433
485	8481
485	8570
485	8610
485	11633
485	8638
485	8700
485	13778
485	9169
485	9551
485	9825
485	9855
485	9965
485	8659
485	12044
485	8716
485	12073
485	12817
485	12821
485	12860
485	12861
485	12891
485	13046
485	13047
485	13116
485	13234
485	13245
485	13288
485	13289
485	13367
485	13521
485	13599
485	12056
485	13628
485	12777
485	12696
485	321
485	12671
485	12691
485	12102
485	12117
485	12086
485	12136
485	12140
485	12147
485	12158
485	12126
485	12081
485	12165
485	12297
485	12240
485	12653
485	12181
485	12174
485	12202
486	19283
486	16650
486	16681
486	17666
486	13703
486	17751
487	28461
487	34548
487	35060
488	12433
490	13528
490	21864
490	25352
491	8027
491	4960
491	17404
491	1099
492	20292
493	12358
493	16655
493	16768
493	18518
493	20002
493	16496
494	9583
494	11022
494	11021
494	23425
494	10278
495	16354
495	5478
496	30823
497	2353
497	14337
497	1963
498	42771
498	42739
498	42737
499	1472
499	22259
501	12729
501	12752
501	16305
502	19179
502	18223
502	17421
502	17956
502	18005
502	17939
502	17904
502	17768
502	17753
502	17728
502	17652
502	17953
504	6492
504	28461
505	8206
505	4461
505	4338
505	864
505	19033
505	367
506	1747
506	6400
507	21941
507	8529
508	13606
508	13676
508	16483
508	16632
508	17377
508	17380
508	17784
508	19001
508	13571
509	3243
509	1654
509	12371
510	25118
510	5961
512	17649
512	3959
512	22641
513	18006
513	18919
513	19152
513	19153
513	19761
513	20623
513	20866
513	17967
514	19473
514	19671
516	16641
516	4037
516	21937
517	13712
517	16395
519	9371
519	4215
519	1283
520	30569
520	31390
521	19971
521	27154
521	26645
524	7457
524	19796
525	6340
525	6426
525	7862
525	12297
525	6180
525	14130
526	4491
526	4558
526	2678
526	6950
526	6959
526	7030
526	7137
526	7241
526	7325
526	8501
526	8920
526	3646
526	8933
528	16163
528	16143
528	14560
528	14136
528	14113
528	13712
528	13405
528	13354
528	13337
528	12240
528	12226
528	17645
528	11847
528	12174
528	8607
528	8786
528	8815
528	8833
528	8876
528	8913
528	8501
528	9968
528	9972
528	9994
528	9999
528	10546
528	9966
528	10550
529	26602
529	26818
529	26817
529	26807
529	26804
529	26819
529	26771
529	26770
529	26769
529	26768
529	26676
529	26783
531	3729
531	1650
531	806
531	14611
531	470
533	17661
533	17476
533	17439
533	17881
533	17354
533	19382
533	19489
533	21527
533	21515
533	21430
533	21273
533	21081
533	20996
533	20711
533	19481
533	20453
533	19710
533	19699
533	19668
533	19652
533	19648
533	19595
533	19583
533	19761
533	17303
533	19188
533	16894
533	14564
533	14561
533	14491
533	14249
533	14233
533	14231
533	14201
533	14571
533	14156
533	14015
533	17285
533	13997
533	13993
533	13956
533	12892
533	12860
533	14111
533	14605
533	14012
533	14628
533	14612
533	16263
533	16157
533	16130
533	16647
533	16082
533	16051
533	16034
533	16108
533	15745
533	16659
533	15743
533	15731
533	15635
533	15524
533	14753
533	15999
534	43044
534	43195
536	4894
536	6861
536	6971
536	7457
536	7815
536	7867
536	8917
536	3789
537	24307
537	24304
537	24324
539	25770
541	24577
543	19573
543	12158
543	19554
543	17967
543	17891
543	17869
543	18005
543	14620
543	14550
543	14543
543	14239
543	12912
543	16326
544	17102
544	7797
544	17056
544	16994
544	16750
544	15764
544	15630
544	15254
544	17081
544	15068
544	15067
544	14620
544	12703
544	12442
544	12388
544	12272
544	11942
544	8180
544	15081
545	8709
545	14140
545	13303
545	15575
545	10632
545	17664
545	13233
546	18972
546	19495
547	17623
547	3467
548	18948
548	30566
549	26245
550	28284
550	8137
550	8610
550	6525
551	16650
551	16676
551	16681
551	16700
551	16704
551	16721
551	17896
551	17916
551	17933
551	17936
551	18281
551	18327
551	18339
551	18345
551	18362
551	18371
551	18398
551	18458
551	18710
551	18728
551	18739
551	18747
551	18759
551	18760
551	18806
551	18819
551	18843
551	18898
551	18948
551	18271
551	16254
551	18269
551	18214
551	17958
551	17998
551	18000
551	18080
551	18139
551	18147
551	18149
551	18154
551	18156
551	18157
551	18169
551	18172
551	18177
551	18181
551	18191
551	18195
551	18208
551	18210
551	18211
551	18216
551	16219
551	16217
551	16213
551	12784
551	12829
551	12882
551	12900
551	12958
551	13007
551	13008
551	13009
551	13130
551	13133
551	13145
551	13234
551	13287
551	13304
551	13310
551	13313
551	13316
551	13380
551	13422
551	12778
551	13506
551	12739
551	12696
551	12120
551	12166
551	12172
551	12174
551	12289
551	12312
551	12330
551	12385
551	12432
551	12445
551	12488
551	12522
551	12539
551	12575
551	12581
551	12600
551	12654
551	12663
551	12681
551	12728
551	12073
551	13537
551	13847
551	14982
551	14998
551	14999
551	15450
551	15465
551	15585
551	15638
551	15787
551	15788
551	15976
551	16004
551	16022
551	16036
551	16040
551	16054
551	16157
551	16162
551	16199
551	16203
551	14952
551	13626
551	14900
551	14778
551	13875
551	14078
551	14127
551	14230
551	14239
551	14245
551	14291
551	14297
551	14303
551	14337
551	14339
551	14356
551	14434
551	14546
551	14548
551	14554
551	14628
551	14669
551	14716
551	14815
551	7667
551	15089
552	17933
552	27573
552	20220
553	16448
553	16105
553	6467
553	18898
554	25908
554	25907
555	17590
555	13286
555	14577
555	16204
555	17546
555	13119
557	24386
557	19143
558	42559
558	42584
561	38391
563	456
563	2240
563	2134
564	8677
564	14591
565	2528
565	2416
565	17650
566	42483
567	22731
568	17458
568	19971
568	19582
568	19021
568	20164
568	17970
568	17896
568	17879
568	18782
569	15572
569	17479
569	17486
569	17664
569	13731
571	6117
571	33002
572	12958
572	7022
572	18696
573	6829
573	22204
574	3108
574	12345
575	3887
575	1563
575	2273
575	2248
575	20682
576	17666
576	17525
576	15423
577	24329
577	20434
577	15205
577	8501
577	7950
580	9801
580	11115
580	11117
580	11125
580	11126
580	14356
580	16311
580	16647
580	16844
580	17525
580	9799
581	9972
581	4746
581	21416
582	9584
582	9544
582	16209
584	8891
584	8399
584	2922
585	14571
585	14765
585	13699
585	14892
585	15198
585	15303
585	15305
585	16034
585	16290
585	16295
585	16354
585	6557
585	14913
585	12828
585	16467
585	12751
585	7446
585	12785
585	7709
585	7711
585	7721
585	7821
585	7858
585	8359
585	8601
585	6851
585	8809
585	8736
585	12643
585	12209
585	12086
585	6676
585	11909
585	10567
585	12003
585	10162
587	21774
588	19612
588	31001
588	34020
589	15665
590	11942
590	14620
590	14628
590	15033
590	17088
590	19333
590	20908
590	8106
591	694
591	528
591	8323
592	35810
592	40623
593	2579
593	1958
593	19271
594	31403
595	28289
596	17006
597	18675
597	17687
597	11208
597	17305
597	17222
597	17139
597	17649
597	15856
597	14049
597	12373
597	11216
597	11212
597	11210
597	15861
